,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,0192.a3.txt,574.1,1295.06,1535.38,1535.38,1,0,0
1,4048.a3.txt,676.2,1001.3,2015.6,2015.6,2,0,1
2,4026.a3.txt,889.77,1075.7,2616.2,2616.2,0,0,0
3,0208.a3.txt,484.63,1229.31,1962.17,1962.17,0,0,0
4,2058.a3.txt,581.14,1096.49,1940.79,1940.79,3,0,3
5,0214.a3.txt,850.3,982.04,1700.6,1700.6,5,0,5
6,0169.a3.txt,612.98,1057.69,2163.46,2163.46,2,0,6
7,1094.a3.txt,648.38,1259.35,1882.79,1882.79,1,0,0
8,4047.a3.txt,695.32,1238.94,1567.64,1567.64,1,0,2
9,5007.a3.txt,695.3,991.82,1871.17,1871.17,8,0,9
10,1072.a3.txt,766.74,993.52,2181.43,2181.43,0,0,1
11,2042.a3.txt,612.78,1238.59,1760.1,1760.1,2,0,1
12,0134.a3.txt,990.34,978.26,2065.22,2065.22,0,0,0
13,2024.a3.txt,581.14,1239.04,1809.21,1809.21,0,0,0
14,1106.a3.txt,611.7,1210.11,1888.3,1888.3,1,0,1
15,0227.a3.txt,696.72,1133.88,1912.57,1912.57,1,0,1
16,3063.a3.txt,562.72,1101.99,2110.2,2110.2,1,0,2
17,1017.a3.txt,761.36,1261.36,1965.91,1965.91,0,0,0
18,0110.a3.txt,688.36,1251.56,1977.47,1977.47,1,0,0
19,2074.a3.txt,765.31,1084.18,2015.31,2015.31,3,0,6
20,0175.a3.txt,545.69,1180.2,1890.86,1890.86,1,0,0
21,1032.a3.txt,776.47,1282.35,1576.47,1576.47,0,0,0
22,0221.a3.txt,582.39,1278.41,1889.2,1889.2,0,0,0
23,2061.a3.txt,634.2,1189.13,2061.16,2061.16,4,0,2
24,0173.a3.txt,575.84,1221.91,2106.74,2106.74,0,0,1
25,2045.a3.txt,716.93,1100.12,1928.31,1928.31,3,0,2
26,2050.a3.txt,838.4,1008.51,2235.72,2235.72,1,0,2
27,1074.a3.txt,696.06,1148.49,1890.95,1890.95,1,0,0
28,0101.a3.txt,700.56,1118.64,1932.2,1932.2,1,0,3
29,2020.a3.txt,878.27,1078.58,2033.9,2033.9,0,0,0
30,3001.a3.txt,635.91,1259.35,1982.54,1982.54,0,0,0
31,1112.a3.txt,624.24,1297.43,1750.31,1750.31,1,0,0
32,1095.a3.txt,556.9,1077.48,2021.79,2021.79,14,0,1
33,1043.a3.txt,690.91,1066.67,1830.3,1830.3,4,0,2
34,2048.a3.txt,739.58,968.75,2072.92,2072.92,7,0,3
35,2067.a3.txt,635.76,1245.03,1867.55,1867.55,1,0,0
36,2047.a3.txt,903.47,1150.99,1980.2,1980.2,0,0,3
37,2059.a3.txt,778.89,1092.96,2097.99,2097.99,4,0,8
38,5035.a3.txt,913.98,946.24,2043.01,2043.01,3,0,3
39,4039.a3.txt,667.56,1348.46,1695.59,1695.59,0,0,0
