,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,0176.a1.txt,660.07,1254.13,1364.14,1364.14,0,0,1
1,3040.a1.txt,911.68,1709.4,1139.6,1139.6,0,0,0
2,2044.a1.txt,569.95,1437.82,1373.06,1373.06,2,0,0
3,1102.a1.txt,719.18,1369.86,1232.88,1232.88,2,0,0
4,1029.a1.txt,748.22,1353.92,1330.17,1330.17,0,0,0
5,0218.a1.txt,690.07,1428.57,1464.89,1464.89,0,0,0
6,1043.a1.txt,643.68,1310.34,1298.85,1298.85,0,0,0
7,0200.a1.txt,794.44,1350.55,1241.31,1241.31,3,0,3
8,1074.a1.txt,693.16,1275.42,1543.44,1543.44,0,0,0
9,2047.a1.txt,735.11,1305.45,1520.91,1520.91,0,0,0
10,0187.a1.txt,714.29,1441.56,1311.69,1311.69,0,0,0
11,1026.a1.txt,612.07,1318.97,1025.86,1025.86,0,0,1
12,2012.a1.txt,839.9,1076.12,1522.31,1522.31,2,0,4
13,2067.a1.txt,550.46,1376.15,1205.77,1205.77,1,0,0
14,2013.a1.txt,706.97,1147.54,1250.0,1250.0,0,0,0
15,0194.a1.txt,801.64,1449.13,1130.52,1130.52,1,0,1
16,0123.a1.txt,609.91,1346.89,1270.65,1270.65,1,0,0
17,1064.a1.txt,750.89,1275.33,1346.84,1346.84,0,0,0
18,2037.a1.txt,1029.21,1182.2,1641.17,1641.17,0,0,0
19,0204.a1.txt,574.57,1149.14,1466.99,1466.99,1,0,1
20,0214.a1.txt,560.86,1276.85,1181.38,1181.38,0,0,0
21,2074.a1.txt,826.97,954.2,1463.1,1463.1,0,0,2
22,1054.a1.txt,554.95,1490.75,1534.28,1534.28,0,0,2
23,2039.a1.txt,653.98,1474.44,1367.42,1367.42,0,0,0
24,2066.a1.txt,937.1,1335.04,1399.23,1399.23,0,0,0
25,0125.a1.txt,890.97,1101.99,1781.95,1781.95,0,0,0
26,2000.a1.txt,764.93,932.84,1511.19,1511.19,0,0,0
27,0195.a1.txt,627.31,1512.92,1205.41,1205.41,0,0,0
28,1031.a1.txt,597.2,1397.71,1194.41,1194.41,1,0,1
29,0134.a1.txt,714.29,1271.19,1319.61,1319.61,0,0,0
30,2018.a1.txt,539.93,1698.54,1293.59,1293.59,0,0,0
