,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,0223.a5.txt,675.78,1055.43,1579.35,1579.35,10,0,9
1,0182.a5.txt,738.96,1076.31,2281.12,2281.12,8,0,3
2,2026.a5.txt,736.94,830.22,1819.03,1819.03,5,0,0
3,2035.a5.txt,678.63,873.63,1809.67,1809.67,3,0,13
4,0102.a5.txt,868.19,1049.72,1641.67,1641.67,6,0,5
5,0222.a5.txt,677.64,1161.67,1781.22,1781.22,1,0,2
6,2071.a5.txt,892.48,1026.0,2297.96,2297.96,0,0,2
7,0159.a5.txt,964.07,1069.24,2103.42,2103.42,0,0,0
8,1018.a5.txt,898.1,958.55,2029.36,2029.36,3,0,1
9,0105.a5.txt,553.99,1023.47,1558.69,1558.69,1,0,2
10,2075.a5.txt,634.23,803.72,1979.22,1979.22,12,0,16
11,1022.a5.txt,1027.7,1197.5,2323.5,2323.5,1,0,1
12,1036.a5.txt,659.77,892.63,1384.22,1384.22,15,0,8
13,0134.a5.txt,710.34,962.9,1775.85,1775.85,17,0,1
14,1074.a5.txt,827.34,1070.14,1915.47,1915.47,5,0,2
15,1057.a5.txt,628.06,1174.55,1345.84,1345.84,6,0,7
16,1070.a5.txt,754.55,1154.55,1345.45,1345.45,14,0,7
17,0199.a5.txt,773.64,993.31,1833.81,1833.81,7,0,0
18,0215.a5.txt,566.48,967.74,1762.39,1762.39,34,0,2
19,0188.a5.txt,737.01,961.99,1613.65,1613.65,6,0,7
20,0219.a5.txt,882.88,990.99,2054.05,2054.05,2,0,3
21,2040.a5.txt,855.43,975.19,2035.93,2035.93,10,0,13
22,1034.a5.txt,737.7,1014.34,1926.23,1926.23,1,0,11
23,0158.a5.txt,755.05,1194.03,1606.67,1606.67,11,0,1
24,0137.a5.txt,558.66,1061.45,1806.33,1806.33,13,0,1
25,1008.a5.txt,869.22,1052.63,1929.82,1929.82,5,0,2
26,1010.a5.txt,848.43,896.09,2268.83,2268.83,7,0,12
27,1021.a5.txt,646.83,1151.36,1811.13,1811.13,2,0,6
28,1094.a5.txt,539.08,1347.71,1464.51,1464.51,11,0,3
29,0108.a5.txt,765.03,1053.86,2092.12,2092.12,7,0,8
30,1072.a5.txt,550.19,1048.33,1420.07,1420.07,12,0,7
31,2028.a5.txt,768.7,912.83,2031.57,2031.57,16,0,4
32,1068.a5.txt,763.64,1309.09,1963.64,1963.64,0,0,2
33,0193.a5.txt,835.49,1102.5,2170.54,2170.54,1,0,1
34,1081.a5.txt,853.08,1109.0,2037.91,2037.91,4,0,2
35,2039.a5.txt,713.17,971.79,1230.41,1230.41,25,0,14
36,1062.a5.txt,724.05,860.82,1544.65,1544.65,13,0,9
37,1104.a5.txt,587.25,989.93,1627.52,1627.52,15,0,9
38,2019.a5.txt,657.78,1164.44,1804.44,1804.44,9,0,3
39,1005.a5.txt,581.4,1015.5,1798.45,1798.45,19,0,6
40,0178.a5.txt,773.41,1017.64,1553.6,1553.6,7,0,7
41,0122.a5.txt,749.33,1016.95,1712.76,1712.76,5,0,6
42,1023.a5.txt,691.53,1002.33,1655.01,1655.01,13,0,3
43,0238.a5.txt,657.48,1145.28,1919.41,1919.41,3,0,4
44,2050.a5.txt,657.89,863.49,1669.41,1669.41,9,0,11
45,1112.a5.txt,1019.64,1087.61,1978.85,1978.85,4,0,0
46,1012.a5.txt,750.0,1025.0,2025.0,2025.0,5,0,3
47,0106.a5.txt,848.6,964.32,1976.86,1976.86,2,0,0
48,1095.a5.txt,813.65,1049.87,1504.81,1504.81,5,0,4
49,0227.a5.txt,776.49,856.31,1647.31,1647.31,20,0,9
50,1032.a5.txt,672.76,1187.71,2126.25,2126.25,0,0,1
51,0234.a5.txt,520.92,896.67,1614.01,1614.01,14,0,9
52,2032.a5.txt,995.78,911.39,1662.45,1662.45,6,0,6
53,2015.a5.txt,748.87,945.54,1853.25,1853.25,20,0,3
54,1064.a5.txt,598.22,1236.86,2166.53,2166.53,2,0,4
55,1088.a5.txt,891.0,1089.97,1366.78,1366.78,9,0,6
56,2020.a5.txt,780.02,929.01,1989.48,1989.48,31,0,3
57,2048.a5.txt,975.98,720.72,1471.47,1471.47,18,0,12
58,0128.a5.txt,832.53,1142.3,1936.11,1936.11,1,0,1
59,2045.a5.txt,728.42,1052.16,1906.47,1906.47,10,0,2
60,0185.a5.txt,741.06,1030.66,1797.27,1797.27,3,0,3
61,0140.a5.txt,632.34,1011.74,1761.52,1761.52,11,0,15
62,0192.a5.txt,626.06,1108.29,1675.13,1675.13,11,0,11
63,1041.a5.txt,694.09,882.6,1653.81,1653.81,15,0,7
64,1043.a5.txt,653.88,1098.52,1482.13,1482.13,10,0,3
65,1065.a5.txt,743.19,957.89,1833.2,1833.2,11,0,1
66,0121.a5.txt,639.84,982.85,1550.13,1550.13,6,0,15
67,2014.a5.txt,839.81,1026.44,2177.29,2177.29,4,0,3
68,2066.a5.txt,815.94,1157.5,2144.21,2144.21,6,0,1
69,0161.a5.txt,937.75,913.5,2198.87,2198.87,6,0,3
70,0111.a5.txt,708.96,1035.45,1669.78,1669.78,8,0,6
71,0104.a5.txt,674.46,917.27,1924.46,1924.46,4,0,5
72,1014.a5.txt,823.05,987.65,1810.7,1810.7,12,0,8
73,0187.a5.txt,788.04,1086.96,2282.61,2282.61,4,0,6
74,0171.a5.txt,528.99,942.03,1557.97,1557.97,25,0,2
75,2034.a5.txt,625.0,891.77,1608.23,1608.23,25,0,11
76,0139.a5.txt,541.2,1130.86,1365.11,1365.11,22,0,8
77,0119.a5.txt,720.2,1076.16,1887.42,1887.42,6,0,2
78,2058.a5.txt,614.44,890.94,1474.65,1474.65,23,0,6
79,0163.a5.txt,867.58,966.51,2290.72,2290.72,0,0,1
80,0198.a5.txt,796.89,1049.56,2108.84,2108.84,1,0,0
81,1121.a5.txt,673.99,1054.95,1516.48,1516.48,27,0,1
82,0165.a5.txt,830.42,1022.73,2036.71,2036.71,3,0,4
83,1003.a5.txt,697.67,1060.47,2195.35,2195.35,5,0,0
84,1048.a5.txt,688.85,998.45,2128.48,2128.48,2,0,6
85,1050.a5.txt,734.41,1116.7,1670.02,1670.02,5,0,3
86,2012.a5.txt,694.34,822.64,2052.83,2052.83,6,0,2
87,0112.a5.txt,643.43,1117.07,2126.9,2126.9,1,0,3
88,0186.a5.txt,853.66,975.61,1975.61,1975.61,6,0,0
89,1102.a5.txt,682.84,1042.23,2030.55,2030.55,17,0,2
90,0214.a5.txt,610.62,1088.5,1663.72,1663.72,13,0,10
91,2049.a5.txt,1108.76,1129.88,2249.21,2249.21,5,0,0
92,0206.a5.txt,683.48,927.58,1497.15,1497.15,9,0,8
93,2007.a5.txt,705.49,851.06,1590.15,1590.15,8,0,2
94,0197.a5.txt,414.97,886.9,1489.02,1489.02,27,0,23
95,1061.a5.txt,577.89,1055.28,1474.04,1474.04,19,0,11
96,0157.a5.txt,634.92,1181.66,1737.21,1737.21,5,0,1
97,1055.a5.txt,1010.1,1065.2,1827.36,1827.36,6,0,6
98,0130.a5.txt,722.22,912.7,1746.03,1746.03,16,0,4
99,1100.a5.txt,571.67,1117.75,1578.5,1578.5,27,0,6
100,0149.a5.txt,825.4,1261.9,2571.43,2571.43,1,0,2
101,1099.a5.txt,550.77,1127.37,1566.27,1566.27,11,0,1
102,2036.a5.txt,628.88,1125.78,1785.71,1785.71,27,0,5
103,2005.a5.txt,646.63,1120.22,1903.46,1903.46,19,0,3
104,0101.a5.txt,771.08,1100.4,2040.16,2040.16,4,0,4
105,1006.a5.txt,685.3,1018.94,1614.07,1614.07,11,0,2
106,0115.a5.txt,803.11,1053.54,1373.06,1373.06,12,0,2
107,0107.a5.txt,805.19,1220.78,1991.34,1991.34,0,0,2
108,0125.a5.txt,912.58,999.04,2228.63,2228.63,0,0,1
109,1067.a5.txt,621.81,1073.25,1754.68,1754.68,12,0,7
110,0200.a5.txt,721.74,1104.35,1521.74,1521.74,5,0,8
111,0103.a5.txt,641.95,1084.99,1835.44,1835.44,3,0,7
112,2021.a5.txt,960.77,968.78,1745.4,1745.4,19,0,4
113,1013.a5.txt,663.18,1134.38,1701.57,1701.57,5,0,15
