,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,0158.b6.txt,784.31,1280.28,1464.82,1464.82,9,0,1
1,0198.b6.txt,684.13,1193.6,1542.94,1542.94,7,0,1
2,0107.b6.txt,881.23,1251.6,1673.05,1673.05,7,0,2
3,0157.b6.txt,745.86,1381.22,1187.85,1187.85,4,0,1
4,0185.b6.txt,747.13,1336.21,1566.09,1566.09,7,0,1
5,0178.b6.txt,929.25,1129.88,1689.55,1689.55,8,0,1
6,0318.b6.txt,852.94,980.39,1754.9,1754.9,8,0,0
7,0223.b6.txt,635.12,1270.24,1681.2,1681.2,10,0,3
8,0151.b6.txt,664.16,1365.91,1466.17,1466.17,6,0,2
9,0137.b6.txt,921.23,1255.01,1722.3,1722.3,1,0,0
10,0219.b6.txt,557.88,1297.07,1715.48,1715.48,6,0,1
11,0238.b6.txt,853.46,1368.76,1384.86,1384.86,3,0,0
