,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,1021.b4.txt,472.2,1089.11,1363.29,1363.29,35,0,29
1,0105.b4.txt,506.0,1157.8,1209.26,1209.26,27,0,15
2,1069.b4.txt,557.38,1180.33,1295.08,1295.08,31,0,22
3,2018.b4.txt,368.25,1342.06,1309.33,1309.33,24,0,33
4,1528.b4.txt,514.36,1128.92,1409.49,1409.49,30,0,25
5,1112.b4.txt,452.52,1204.59,1370.3,1370.3,29,0,27
6,1097.b4.txt,550.82,1095.08,1442.62,1442.62,35,0,29
7,1057.b4.txt,478.32,1116.07,1441.33,1441.33,28,0,24
8,0103.b4.txt,622.63,1100.99,1374.34,1374.34,21,0,28
9,0300.b4.txt,476.99,1071.13,1573.22,1573.22,20,0,21
10,1520.b4.txt,560.34,960.59,1317.73,1317.73,32,0,27
11,0107.b4.txt,659.5,1232.97,1799.28,1799.28,30,0,8
12,0139.b4.txt,496.64,1080.54,1523.49,1523.49,18,0,40
13,1023.b4.txt,767.26,971.87,1253.2,1253.2,28,0,15
14,0308.b4.txt,531.28,1011.14,1388.17,1388.17,13,0,17
15,1100.b4.txt,487.16,1036.32,1523.47,1523.47,31,0,24
16,0318.b4.txt,388.71,953.26,1420.64,1420.64,57,0,17
17,0310.b4.txt,674.74,1095.73,1539.79,1539.79,27,0,22
18,1508.b4.txt,488.34,1093.29,1304.66,1304.66,40,0,42
19,0158.b4.txt,619.35,1217.81,1356.99,1356.99,29,0,6
20,0178.b4.txt,673.66,1113.35,1512.71,1512.71,50,0,2
21,0219.b4.txt,473.98,938.66,1514.87,1514.87,34,0,8
22,1003.b4.txt,485.83,1167.34,1565.45,1565.45,26,0,27
23,0140.b4.txt,387.47,1129.43,1187.14,1187.14,43,0,26
24,0165.b4.txt,417.96,990.71,1199.69,1199.69,28,0,36
25,0200.b4.txt,683.7,939.23,1250.0,1250.0,25,0,22
26,1532.b4.txt,375.72,1134.39,1235.55,1235.55,34,0,35
27,2034.b4.txt,601.96,887.89,1346.88,1346.88,27,0,30
28,2030.b4.txt,580.01,1111.11,1341.72,1341.72,30,0,27
