,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,0310.b3.txt,792.93,710.76,1746.1,1746.1,23,0,18
1,0103.b3.txt,572.87,585.51,1866.05,1866.05,43,0,43
2,1533.b3.txt,715.44,901.37,1689.57,1689.57,16,0,25
3,1097.b3.txt,909.53,831.71,1600.19,1600.19,21,0,7
4,0165.b3.txt,612.99,656.06,1739.56,1739.56,60,0,56
5,0171.b3.txt,858.4,776.94,1591.48,1591.48,17,0,17
6,0122.b3.txt,638.52,787.85,1395.47,1395.47,15,0,33
7,0307.b3.txt,736.67,725.67,1588.79,1588.79,18,0,43
8,0139.b3.txt,785.46,873.39,1940.21,1940.21,23,0,12
9,0200.b3.txt,876.49,790.17,1733.07,1733.07,16,0,13
10,2018.b3.txt,657.74,1041.91,1717.11,1717.11,10,0,23
11,1102.b3.txt,892.33,722.71,1629.79,1629.79,10,0,8
12,1520.b3.txt,475.76,811.06,1200.72,1200.72,40,0,45
13,0313.b3.txt,805.42,566.19,1670.65,1670.65,12,0,17
14,2034.b3.txt,610.53,1115.79,1400.0,1400.0,14,0,18
15,1100.b3.txt,586.53,724.11,1564.08,1564.08,19,0,12
16,1057.b3.txt,646.29,937.41,1802.04,1802.04,26,0,21
17,0140.b3.txt,664.42,689.66,2632.46,2632.46,16,0,6
18,1069.b3.txt,638.61,715.13,1521.48,1521.48,24,0,29
19,1508.b3.txt,623.22,861.08,1555.66,1555.66,67,0,18
20,1066.b3.txt,958.69,916.31,1679.03,1679.03,7,0,16
21,0303.b3.txt,812.64,722.35,1534.99,1534.99,6,0,0
22,0304.b3.txt,683.95,820.73,1591.07,1591.07,10,0,14
23,1536.b3.txt,670.24,766.76,1796.25,1796.25,17,0,8
24,1023.b3.txt,769.23,705.13,1262.82,1262.82,20,0,18
25,1112.b3.txt,783.52,880.45,1567.04,1567.04,17,0,12
26,0308.b3.txt,819.05,914.29,1765.08,1765.08,10,0,3
27,1532.b3.txt,634.92,851.37,1640.21,1640.21,14,0,31
28,0130.b3.txt,677.62,785.42,1545.17,1545.17,29,0,24
29,1082.b3.txt,899.35,688.31,2051.95,2051.95,12,0,23
30,0134.b3.txt,743.32,952.38,1567.94,1567.94,11,0,16
31,1534.b3.txt,972.1,801.08,1602.16,1602.16,20,0,11
32,0133.b3.txt,527.51,759.44,1441.56,1441.56,66,0,21
33,0300.b3.txt,843.67,848.64,1553.35,1553.35,23,0,55
34,0105.b3.txt,760.14,836.15,1326.01,1326.01,13,0,10
