,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,4020.a2.txt,750.0,947.37,1671.05,1671.05,3,0,2
1,3064.a2.txt,837.38,1080.1,1929.61,1929.61,0,0,0
2,0133.a2.txt,967.74,987.29,1818.18,1818.18,0,0,1
3,0209.a2.txt,715.17,900.12,2281.13,2281.13,2,0,2
4,1067.a2.txt,981.37,1279.5,2285.71,2285.71,2,0,2
5,1022.a2.txt,576.23,1260.5,2244.9,2244.9,1,0,2
6,0106.a2.txt,744.3,1104.44,1692.68,1692.68,0,0,1
7,1095.a2.txt,611.25,1369.19,1882.64,1882.64,0,0,1
8,2020.a2.txt,1200.63,742.5,2448.66,2448.66,0,0,1
9,5040.a2.txt,618.56,1224.23,2048.97,2048.97,0,0,0
10,1104.a2.txt,810.81,1081.08,1977.89,1977.89,1,0,0
11,5032.a2.txt,843.37,1097.72,2101.74,2101.74,0,0,0
12,0199.a2.txt,903.47,1101.49,1943.07,1943.07,0,0,0
13,0143.a2.txt,909.09,1158.01,1980.52,1980.52,0,0,0
14,2005.a2.txt,732.24,1180.33,2043.72,2043.72,1,0,0
15,2031.a2.txt,948.57,1040.0,1851.43,1851.43,0,0,0
16,3068.a2.txt,684.6,1088.02,1784.84,1784.84,0,0,1
17,0102.a2.txt,681.82,1124.4,1806.22,1806.22,0,0,1
18,3033.a2.txt,687.94,1306.08,1814.56,1814.56,4,0,3
19,1074.a2.txt,907.22,1061.86,1969.07,1969.07,0,0,0
20,2049.a2.txt,602.29,1080.31,1596.56,1596.56,0,0,2
21,0197.a2.txt,744.54,924.26,1874.2,1874.2,0,0,0
22,0146.a2.txt,677.97,1419.49,1599.58,1599.58,0,0,0
23,0179.a2.txt,978.84,1216.93,1984.13,1984.13,0,0,0
24,2062.a2.txt,740.74,1218.64,1624.85,1624.85,0,0,0
25,0226.a2.txt,850.25,1129.44,1763.96,1763.96,0,0,0
26,0139.a2.txt,752.69,1182.8,1827.96,1827.96,1,0,0
27,0156.a2.txt,693.07,1103.25,1768.03,1768.03,1,0,0
28,0155.a2.txt,1086.96,1278.77,2020.46,2020.46,0,0,1
29,4039.a2.txt,614.62,1196.01,1495.02,1495.02,3,0,0
30,5007.a2.txt,812.81,1059.11,2019.7,2019.7,0,0,0
31,2074.a2.txt,959.72,947.87,2014.22,2014.22,3,0,9
32,3040.a2.txt,575.28,1321.91,1591.19,1591.19,0,0,0
