,file_name,relative_freq_adj,relative_freq_verb,relative_freq_noun,relative_freq_adv,final_person,final_location,final_org
0,3523.b2.txt,685.66,1202.14,2288.51,2288.51,13,0,7
1,1541.b2.txt,887.01,855.33,2038.01,2038.01,11,0,1
2,1528.b2.txt,827.34,1079.14,1753.6,1753.6,18,0,0
3,1532.b2.txt,867.16,996.31,1494.46,1494.46,5,0,23
4,3501.b2.txt,635.09,893.43,1754.57,1754.57,10,0,9
5,1104.b2i.txt,562.13,1084.81,1844.18,1844.18,2,0,1
6,1006.b2.txt,649.63,1001.06,1810.44,1810.44,0,0,2
7,3508.b2.txt,838.82,1101.97,2023.03,2023.03,3,0,3
8,0140.b2.txt,565.66,1020.2,2020.2,2020.2,4,0,7
9,3511.b2.txt,567.25,1125.34,1921.32,1921.32,4,0,17
10,1057.b2.txt,718.07,1111.11,1776.27,1776.27,2,0,2
11,3504.b2.txt,651.97,1083.41,2032.6,2032.6,1,0,14
12,0300.b2.txt,788.04,1322.46,1702.9,1702.9,3,0,1
13,3506.b2.txt,533.77,1078.43,1830.07,1830.07,13,0,3
14,3503.b2.txt,776.26,936.07,2111.87,2111.87,12,0,9
15,3013.b2.txt,675.51,989.14,1580.22,1580.22,14,0,5
16,2070.b2.txt,731.95,1167.16,1671.61,1671.61,7,0,2
17,0103.b2.txt,539.08,1114.11,2147.35,2147.35,0,0,1
18,3507.b2.txt,942.45,967.47,1701.42,1701.42,3,0,5
19,0134.b2.txt,1149.91,936.97,1729.13,1729.13,6,0,5
20,3520.b2.txt,686.9,1094.25,2028.75,2028.75,5,0,2
21,1003.b2.txt,801.58,1208.94,1826.54,1826.54,3,0,3
22,3505.b2.txt,782.61,1239.13,1847.83,1847.83,1,0,1
23,1508.b2.txt,575.26,1351.87,1447.75,1447.75,18,0,2
24,4012.b2.txt,643.27,1081.87,1998.05,1998.05,0,0,0
25,2070.b2i.txt,729.78,1163.71,1666.67,1666.67,7,0,2
26,2030.b2.txt,550.9,1365.27,1604.79,1604.79,0,0,0
27,2012.b2.txt,783.46,837.87,1849.84,1849.84,8,0,3
28,1100.b2.txt,706.84,1100.81,1529.55,1529.55,11,0,1
29,3518.b2.txt,572.01,1225.74,1297.24,1297.24,29,0,8
30,4036.b2.txt,771.35,1000.92,1652.89,1652.89,20,0,11
31,1112.b2.txt,587.3,968.25,1976.19,1976.19,24,0,3
32,1097.b2.txt,685.24,1009.04,1731.93,1731.93,8,0,9
33,2034.b2.txt,550.46,1039.76,1743.12,1743.12,4,0,11
34,1520.b2.txt,609.35,1185.31,1761.27,1761.27,4,0,15
35,0165.b2.txt,759.61,1054.51,1858.8,1858.8,1,0,0
36,1021.b2.txt,621.62,1045.05,2009.01,2009.01,6,0,10
37,4038.b2.txt,538.54,1319.96,1964.1,1964.1,0,0,5
38,1104.b2.txt,562.13,1084.81,1844.18,1844.18,2,0,1
39,2066.b2.txt,951.16,1169.67,2107.97,2107.97,0,0,11
40,3522.b2.txt,810.13,1063.29,1924.05,1924.05,8,0,1
41,2032.b2.txt,784.02,1065.09,1937.87,1937.87,2,0,4
42,1006.b2i.txt,649.63,1001.06,1810.44,1810.44,0,0,2
43,3020.b2.txt,533.07,1115.5,1826.26,1826.26,6,0,5
44,2028.b2i.txt,832.37,1283.24,1872.83,1872.83,2,0,0
45,0310.b2.txt,531.15,939.73,2328.91,2328.91,7,0,2
46,0139.b2.txt,924.09,1232.12,1529.15,1529.15,1,0,13
47,0313.b2.txt,861.39,1049.33,1511.35,1511.35,7,0,8
48,3519.b2.txt,677.66,1199.63,1639.19,1639.19,3,0,1
49,0308.b2.txt,930.04,971.19,1563.79,1563.79,10,0,22
50,2019.b2.txt,782.4,1173.59,1662.59,1662.59,1,0,1
51,0200.b2.txt,990.48,1133.33,1723.81,1723.81,2,0,24
52,1023.b2.txt,685.71,971.43,1508.57,1508.57,19,0,15
53,1533.b2.txt,713.76,1206.77,1817.51,1817.51,4,0,2
54,3525.b2.txt,832.36,1090.27,1793.67,1793.67,11,0,5
55,3509.b2.txt,868.23,990.81,1920.33,1920.33,2,0,6
56,2028.b2.txt,830.41,1274.85,1918.13,1918.13,2,0,0
